"","V1","V2"
"1",-2.5,2.5
"2",-2.24068080452522,2.52826078325748
"3",-2.24068080452522,2.52826078325748
"4",-2.24068080452522,2.52826078325748
"5",-2.24068080452522,2.52826078325748
"6",-2.24068080452522,2.52826078325748
"7",-2.24068080452522,2.52826078325748
"8",-2.40637281467055,2.2823429685701
"9",-2.07363027461491,2.09785921003612
"10",-2.15002086288335,2.01691031610418
"11",-2.6516190820203,1.45409672462904
"12",-2.4791172772569,1.19425677949974
"13",-2.4791172772569,1.19425677949974
"14",-2.4791172772569,1.19425677949974
"15",-2.4791172772569,1.19425677949974
"16",-2.3080727295997,0.706908093660553
"17",-2.11503986061544,0.911466424110916
"18",-2.11064349672616,0.521004173440261
"19",-2.11064349672616,0.521004173440261
"20",-2.11064349672616,0.521004173440261
"21",-2.407569085907,0.166035390430183
"22",-2.407569085907,0.166035390430183
"23",-2.07206923812359,0.0263509609361983
"24",-2.07206923812359,0.0263509609361983
"25",-2.07206923812359,0.0263509609361983
"26",-2.07206923812359,0.0263509609361983
"27",-2.11497880862179,-0.622232075519364
"28",-2.11497880862179,-0.622232075519364
"29",-2.11497880862179,-0.622232075519364
"30",-1.92195646282878,-0.823361384831194
"31",-1.92195646282878,-0.823361384831194
"32",-1.5681057824467,-1.02913200843711
"33",-1.06506895266806,-1.1057246413258
"34",-1.25933350033739,-1.16038890648546
"35",-1.25933350033739,-1.16038890648546
"36",-1.39149216687068,-1.3438304695782
"37",-1.39149216687068,-1.3438304695782
"38",-1.39149216687068,-1.3438304695782
"39",-1.39149216687068,-1.3438304695782
"40",-1.39149216687068,-1.3438304695782
"41",-1.39149216687068,-1.3438304695782
"42",-1.47491337362548,-1.44222834025385
"43",-1.47491337362548,-1.44222834025385
"44",-1.47491337362548,-1.44222834025385
"45",-1.47491337362548,-1.44222834025385
"46",-1.47491337362548,-1.44222834025385
"47",-1.07987486196549,-1.00956441871374
"48",-1.07987486196549,-1.00956441871374
"49",-1.07987486196549,-1.00956441871374
"50",-1.09367431592638,-1.17291039158625
"51",-1.09367431592638,-1.17291039158625
"52",-1.09367431592638,-1.17291039158625
"53",-1.09367431592638,-1.17291039158625
"54",-1.09367431592638,-1.17291039158625
"55",-1.09367431592638,-1.17291039158625
"56",-1.09367431592638,-1.17291039158625
"57",-1.09367431592638,-1.17291039158625
"58",-1.09367431592638,-1.17291039158625
"59",-1.09367431592638,-1.17291039158625
"60",-1.01221407505728,-1.07104805147044
"61",-1.01221407505728,-1.07104805147044
"62",-1.17738089170885,-1.15700009734266
"63",-1.17738089170885,-1.15700009734266
"64",-1.17738089170885,-1.15700009734266
"65",-1.05240434820931,-1.09950996002673
"66",-1.43770276670158,-1.40152255785787
"67",-1.43770276670158,-1.40152255785787
"68",-1.43770276670158,-1.40152255785787
"69",-1.43770276670158,-1.40152255785787
"70",-1.43770276670158,-1.40152255785787
"71",-1.43770276670158,-1.40152255785787
"72",-1.71540963717256,-1.67574366461104
"73",-1.71540963717256,-1.67574366461104
"74",-1.71540963717256,-1.67574366461104
"75",-1.71540963717256,-1.67574366461104
"76",-1.71540963717256,-1.67574366461104
"77",-1.68498638818742,-1.78547178515631
"78",-1.68498638818742,-1.78547178515631
"79",-1.68498638818742,-1.78547178515631
"80",-1.68498638818742,-1.78547178515631
"81",-1.68498638818742,-1.78547178515631
"82",-1.68498638818742,-1.78547178515631
"83",-1.68498638818742,-1.78547178515631
"84",-1.68498638818742,-1.78547178515631
"85",-1.69952244514795,-1.69001109552711
"86",-1.69952244514795,-1.69001109552711
"87",-1.69952244514795,-1.69001109552711
"88",-1.69952244514795,-1.69001109552711
"89",-1.69952244514795,-1.69001109552711
"90",-1.69952244514795,-1.69001109552711
"91",-1.69952244514795,-1.69001109552711
"92",-1.69952244514795,-1.69001109552711
"93",-1.69952244514795,-1.69001109552711
"94",-1.76397130382582,-1.68781665972464
"95",-1.76397130382582,-1.68781665972464
"96",-1.76397130382582,-1.68781665972464
"97",-1.76397130382582,-1.68781665972464
"98",-1.76397130382582,-1.68781665972464
"99",-1.76397130382582,-1.68781665972464
"100",-1.73202072623616,-1.84485809323672
"101",-1.73202072623616,-1.84485809323672
"102",-1.73202072623616,-1.84485809323672
"103",-1.73202072623616,-1.84485809323672
"104",-1.73202072623616,-1.84485809323672
"105",-1.73202072623616,-1.84485809323672
"106",-1.82986465627036,-1.96946768834681
"107",-1.93210023019088,-1.79996281704633
"108",-1.79955150885548,-1.83272502159257
"109",-1.67038689479662,-1.62481285554649
"110",-1.67038689479662,-1.62481285554649
"111",-1.67038689479662,-1.62481285554649
"112",-1.67038689479662,-1.62481285554649
"113",-1.67038689479662,-1.62481285554649
"114",-1.67038689479662,-1.62481285554649
"115",-1.67038689479662,-1.62481285554649
"116",-1.6819743362282,-1.62262493703092
"117",-1.6819743362282,-1.62262493703092
"118",-1.6819743362282,-1.62262493703092
"119",-1.6819743362282,-1.62262493703092
"120",-1.33405493358968,-1.42012364629135
"121",-1.33405493358968,-1.42012364629135
"122",-1.33405493358968,-1.42012364629135
"123",-1.47400759353068,-1.29164208989006
"124",-1.47400759353068,-1.29164208989006
"125",-1.772666776967,-1.62345619801991
"126",-1.772666776967,-1.62345619801991
"127",-1.772666776967,-1.62345619801991
"128",-1.772666776967,-1.62345619801991
"129",-1.772666776967,-1.62345619801991
"130",-1.772666776967,-1.62345619801991
"131",-1.772666776967,-1.62345619801991
"132",-1.772666776967,-1.62345619801991
"133",-1.772666776967,-1.62345619801991
"134",-1.23409833677181,-1.32815090581039
"135",-1.22009767719182,-1.23111790589877
"136",-1.22009767719182,-1.23111790589877
"137",-1.22009767719182,-1.23111790589877
"138",-1.22009767719182,-1.23111790589877
"139",-1.64271061615056,-1.17507377524043
"140",-1.64271061615056,-1.17507377524043
"141",-1.71015844357241,-1.61171605604911
"142",-1.7148094511272,-1.74305479987445
"143",-1.44266457186997,-1.35781476765813
"144",-1.66169187144211,-1.79961531783141
"145",-1.66169187144211,-1.79961531783141
"146",-1.66169187144211,-1.79961531783141
"147",-1.66169187144211,-1.79961531783141
"148",-1.66169187144211,-1.79961531783141
"149",-1.72013886293917,-1.61217928643722
"150",-1.72013886293917,-1.61217928643722
"151",-1.72013886293917,-1.61217928643722
"152",-1.72013886293917,-1.61217928643722
"153",-1.72013886293917,-1.61217928643722
"154",-1.72013886293917,-1.61217928643722
"155",-1.72013886293917,-1.61217928643722
"156",-1.46401878148843,-1.3105147347351
"157",-1.46431329814994,-1.47865224540954
"158",-1.46431329814994,-1.47865224540954
"159",-1.46431329814994,-1.47865224540954
"160",-1.75385340935883,-1.76161195088157
"161",-1.75385340935883,-1.76161195088157
"162",-1.1483392518658,-1.21749104062656
"163",-1.1483392518658,-1.21749104062656
"164",-1.1483392518658,-1.21749104062656
"165",-1.1483392518658,-1.21749104062656
"166",-1.1483392518658,-1.21749104062656
"167",-1.1483392518658,-1.21749104062656
"168",-1.1483392518658,-1.21749104062656
"169",-1.1483392518658,-1.21749104062656
"170",-1.1483392518658,-1.21749104062656
"171",-1.1483392518658,-1.21749104062656
"172",-1.1483392518658,-1.21749104062656
"173",-1.1483392518658,-1.21749104062656
"174",-1.1483392518658,-1.21749104062656
"175",-1.12340304802653,-1.13761223802172
"176",-1.12340304802653,-1.13761223802172
"177",-1.12340304802653,-1.13761223802172
"178",-1.12340304802653,-1.13761223802172
"179",-1.12340304802653,-1.13761223802172
"180",-1.12340304802653,-1.13761223802172
"181",-1.12340304802653,-1.13761223802172
"182",-1.12340304802653,-1.13761223802172
"183",-0.854864419342532,-0.995519625097431
"184",-0.854864419342532,-0.995519625097431
"185",-0.854864419342532,-0.995519625097431
"186",-0.854864419342532,-0.995519625097431
"187",-0.854864419342532,-0.995519625097431
"188",-0.831847315421032,-0.971941197056683
"189",-0.831847315421032,-0.971941197056683
"190",-0.831847315421032,-0.971941197056683
"191",-0.958259432931896,-0.79313250823561
"192",-0.958259432931896,-0.79313250823561
"193",-0.958259432931896,-0.79313250823561
"194",-0.958259432931896,-0.79313250823561
"195",-0.958259432931896,-0.79313250823561
"196",-1.08216927443827,-1.05043745190081
"197",-1.08216927443827,-1.05043745190081
"198",-1.08216927443827,-1.05043745190081
"199",-1.08216927443827,-1.05043745190081
"200",-1.64003169633306,-1.47301852138217
"201",-1.60540161377805,-1.61721672999827
"202",-1.60540161377805,-1.61721672999827
"203",-1.60540161377805,-1.61721672999827
"204",-1.4672671763433,-1.53242057275877
"205",-1.4672671763433,-1.53242057275877
"206",-1.4672671763433,-1.53242057275877
"207",-1.4672671763433,-1.53242057275877
"208",-1.4672671763433,-1.53242057275877
"209",-1.4672671763433,-1.53242057275877
"210",-1.07221236820151,-1.24484487217574
"211",-1.07221236820151,-1.24484487217574
"212",-1.19559451203218,-1.14085603446089
"213",-1.30028843050833,-1.20097667922149
"214",-1.30028843050833,-1.20097667922149
"215",-1.00121260708709,-1.34529071178797
"216",-1.00121260708709,-1.34529071178797
"217",-1.11611468426281,-1.03813970729874
"218",-1.11611468426281,-1.03813970729874
"219",-1.29892502000355,-1.07174253493817
"220",-1.02716986866587,-1.2496128577446
"221",-1.02716986866587,-1.2496128577446
"222",-1.52339741606484,-1.54298610168245
"223",-1.62760770260371,-1.57530624367667
"224",-1.62760770260371,-1.57530624367667
"225",-1.36405081367018,-1.43714094455907
"226",-1.36405081367018,-1.43714094455907
"227",-1.18243124250874,-1.42061902246729
"228",-1.18243124250874,-1.42061902246729
"229",-1.18243124250874,-1.42061902246729
"230",-1.18243124250874,-1.42061902246729
"231",-1.51827411799745,-1.36477204249906
"232",-1.51827411799745,-1.36477204249906
"233",-1.51827411799745,-1.36477204249906
"234",-1.51827411799745,-1.36477204249906
"235",-1.5884426341064,-1.42271394661527
"236",-1.61964829015855,-1.66719176371453
"237",-1.61964829015855,-1.66719176371453
"238",-1.61964829015855,-1.66719176371453
"239",-1.61964829015855,-1.66719176371453
"240",-1.10125615258973,-1.15917546392585
"241",-1.10125615258973,-1.15917546392585
"242",-1.10125615258973,-1.15917546392585
"243",-1.10125615258973,-1.15917546392585
"244",-1.01697913299052,-1.1045455688908
"245",-1.01697913299052,-1.1045455688908
"246",-1.01697913299052,-1.1045455688908
"247",-1.01697913299052,-1.1045455688908
"248",-1.01697913299052,-1.1045455688908
"249",-1.01697913299052,-1.1045455688908
"250",-1.01697913299052,-1.1045455688908
"251",-1.01697913299052,-1.1045455688908
"252",-1.01697913299052,-1.1045455688908
"253",-1.12413191958067,-1.12900915300097
"254",-1.12413191958067,-1.12900915300097
"255",-1.12413191958067,-1.12900915300097
"256",-0.995639559522267,-1.22551277084528
