"","V1","V2"
"1",-2.5,2.5
"2",-1.20340402262611,2.64130391628742
"3",-1.20340402262611,2.64130391628742
"4",-1.20340402262611,2.64130391628742
"5",-1.20340402262611,2.64130391628742
"6",-1.20340402262611,2.64130391628742
"7",-1.20340402262611,2.64130391628742
"8",-2.03186407335276,1.4117148428505
"9",-0.368151373074552,0.489296050180582
"10",-0.750104314416748,0.0845515805208975
"11",-3.2580954101015,-2.7295163768548
"12",-3.2580954101015,-2.7295163768548
"13",-3.2580954101015,-2.7295163768548
"14",-3.2580954101015,-2.7295163768548
"15",-3.2580954101015,-2.7295163768548
"16",-3.2580954101015,-2.7295163768548
"17",-2.2929310651802,-1.70672472460298
"18",-2.2929310651802,-1.70672472460298
"19",-2.2929310651802,-1.70672472460298
"20",-2.2929310651802,-1.70672472460298
"21",-3.77755901108441,-3.48156863965337
"22",-3.77755901108441,-3.48156863965337
"23",-3.77755901108441,-3.48156863965337
"24",-3.77755901108441,-3.48156863965337
"25",-3.77755901108441,-3.48156863965337
"26",-3.77755901108441,-3.48156863965337
"27",-3.77755901108441,-3.48156863965337
"28",-3.77755901108441,-3.48156863965337
"29",-3.77755901108441,-3.48156863965337
"30",-3.77755901108441,-3.48156863965337
"31",-3.77755901108441,-3.48156863965337
"32",-3.77755901108441,-3.48156863965337
"33",-3.77755901108441,-3.48156863965337
"34",-3.77755901108441,-3.48156863965337
"35",-3.77755901108441,-3.48156863965337
"36",-3.77755901108441,-3.48156863965337
"37",-3.77755901108441,-3.48156863965337
"38",-3.77755901108441,-3.48156863965337
"39",-3.77755901108441,-3.48156863965337
"40",-3.77755901108441,-3.48156863965337
"41",-3.77755901108441,-3.48156863965337
"42",-4.19466504485841,-3.9735579930316
"43",-4.19466504485841,-3.9735579930316
"44",-4.19466504485841,-3.9735579930316
"45",-4.19466504485841,-3.9735579930316
"46",-4.19466504485841,-3.9735579930316
"47",-2.21947248655845,-1.8102383853311
"48",-2.21947248655845,-1.8102383853311
"49",-2.21947248655845,-1.8102383853311
