"","V1","V2"
"1",-2.5,2.5
"2",-1.80848214540059,2.57536208868662
"3",-1.80848214540059,2.57536208868662
"4",-2.15891337987105,2.23163324715759
"5",-2.15891337987105,2.23163324715759
"6",-2.15891337987105,2.23163324715759
"7",-2.15891337987105,2.23163324715759
"8",-2.6007587402586,1.57585240799123
"9",-1.71344530011022,1.08389571856727
"10",-1.91715353549272,0.86803200141544
"11",-1.91715353549272,0.86803200141544
"12",-1.45714872279032,0.175125481070629
"13",-1.45714872279032,0.175125481070629
"14",-1.45714872279032,0.175125481070629
"15",-1.3766225353563,0.413072173318788
"16",-0.920503741603777,-0.886524322252369
"17",-0.405749424312418,-0.341035441051399
"18",-0.405749424312418,-0.341035441051399
"19",-0.405749424312418,-0.341035441051399
"20",0.265089069691175,0.795221358340867
"21",-0.526712501457738,-0.151362063019342
"22",-0.899719462284538,-0.444116828300626
"23",-0.00505320152876809,-0.816608640284585
"24",-1.25369281306555,-1.04309107999231
"25",-1.25369281306555,-1.04309107999231
"26",-0.918461539298058,-0.449236486101345
"27",-0.918461539298058,-0.449236486101345
"28",-0.918461539298058,-0.449236486101345
"29",-0.918461539298058,-0.449236486101345
"30",-0.40373528385005,-0.985581310932892
"31",-0.406248740159838,-0.703236210246276
"32",-0.406248740159838,-0.703236210246276
"33",-0.406248740159838,-0.703236210246276
"34",-0.924287533944712,-0.849007584005383
"35",-0.924287533944712,-0.849007584005383
"36",-1.27671064470015,-1.33818508558601
"37",-1.27671064470015,-1.33818508558601
"38",-1.27671064470015,-1.33818508558601
"39",-1.27671064470015,-1.33818508558601
"40",-1.27671064470015,-1.33818508558601
"41",-0.684511775698413,-0.272571128153055
"42",-0.906968327044544,-0.534965449954779
"43",-0.906968327044544,-0.534965449954779
"44",-0.906968327044544,-0.534965449954779
"45",-0.906968327044544,-0.534965449954779
"46",-0.906968327044544,-0.534965449954779
"47",0.146467704048765,0.618805007485489
"48",0.146467704048765,0.618805007485489
"49",-0.222281206592188,0.602568274494377
"50",-0.259079750487903,0.16697901350103
"51",0.474547900090231,0.151444367357218
"52",0.474547900090231,0.151444367357218
"53",1.93076894860206,0.571219260206637
"54",1.93076894860206,0.571219260206637
"55",1.93076894860206,0.571219260206637
"56",0.663474070272326,0.16920786942775
"57",0.663474070272326,0.16920786942775
"58",-0.562217831925055,0.0461787751021476
"59",-0.562217831925055,0.0461787751021476
"60",-0.344990522940781,0.317811682077647
"61",0.99467347207406,0.586320197886566
"62",0.554228627669869,0.357114742227319
"63",-0.0976043067366226,0.399921040833336
"64",-0.439877391313103,0.771008878803044
"65",-0.106606608647654,0.924315911645521
"66",-1.13406905796039,0.118948984095792
"67",-1.10064035200118,-0.486871830504132
"68",-1.10064035200118,-0.486871830504132
"69",-0.959601508269424,-0.697907365923332
"70",-0.959601508269424,-0.697907365923332
